Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report,Operational_Hours_Est,Expected_Lifespan_Est,MTBF,Cost_Per_Hour,Lifespan_Usage_Ratio,Risk_Class,Risk_Class_Label
MD02509,Defibrillator,2018-04-19,7,UltraMed,Model-100,Canada,13966.56880384493,20.69076495121302,4,1,3,System performance degraded due to sensor misalignment; mitigation via firmware update. sensor replaced critical failure,61320,12,61320.0,0.22776530991267008,0.5833333333333334,Medium Risk,1
MD03537,X-Ray Machine,2022-07-12,3,MedEquip,Model-600,UK,-1957.0084654092263,28.567966313582943,5,1,3,Routine check completed; circuit failure observed during diagnostics. data loss emergency shutdown,26280,12,26280.0,-0.07446759761831151,0.25,Medium Risk,1
MD03726,CT Scanner,2013-12-24,12,ImagingTech,Model-100,France,9551.069676101632,8.727223210244516,2,0,2,Component software patch after detecting sensor misalignment; functionality restored. reviewed logs non-critical warning,105120,12,26280.0,0.09085872979548736,1.0,Low Risk,0
MD00341,X-Ray Machine,2020-10-19,5,RescueTech,Model-200,UK,14117.852766375994,27.194906544926933,5,2,3,Routine check completed; circuit failure observed during diagnostics. critical failure critical failure,43800,12,21900.0,0.3223254056250227,0.4166666666666667,High Risk,2
MD03763,PET Scanner,2023-03-26,2,CardioSync,Model-500,USA,4858.582601989203,5.101916324784389,5,1,1,System performance degraded due to overheating; mitigation via inspection. quick fix routine reset,17520,12,17520.0,0.27731635856102754,0.16666666666666666,Medium Risk,1
MD01088,CT Scanner,2020-02-15,5,MedEquip,Model-650,Japan,9157.00363069895,16.265634098118788,2,1,3,System performance degraded due to voltage spike; mitigation via replacement. critical failure critical malfunction,43800,12,43800.0,0.20906400983330936,0.4166666666666667,Medium Risk,1
MD02962,CT Scanner,2018-06-13,7,UltraMed,Model-200,USA,11550.726459856349,14.374235947466303,4,1,2,System performance degraded due to sensor misalignment; mitigation via system reset. reviewed logs performance warning,61320,12,61320.0,0.18836801141318246,0.5833333333333334,Medium Risk,1
MD03924,Infusion Pump,2016-12-05,9,CardioSync,Model-350,Japan,3397.3308722366583,3.817799782192042,3,1,1,Routine check completed; abnormal sound observed during diagnostics. software reset log file cleared,78840,12,78840.0,0.04309146210345838,0.75,Medium Risk,1
MD00135,X-Ray Machine,2018-05-05,7,ScanPro,Model-650,France,3766.756042401718,20.3774891155546,2,4,3,System performance degraded due to abnormal sound; mitigation via component upgrade. critical failure emergency shutdown,61320,12,15330.0,0.06142785457276122,0.5833333333333334,Medium Risk,1
MD04643,CT Scanner,2020-07-16,5,RescueTech,Model-300,UK,7591.525092902021,10.194383485169476,5,2,3,circuit failure caused operational delay; replacement initiated. data loss critical malfunction,43800,12,21900.0,0.1733224907055256,0.4166666666666667,Medium Risk,1
MD03415,Defibrillator,2022-08-29,3,ScanPro,Model-600,Japan,13560.163223289295,11.034897979606557,2,3,3,battery wear caused operational delay; recalibration initiated. sensor replaced hardware fault,26280,12,8760.0,0.5159879460916779,0.25,High Risk,2
MD02579,X-Ray Machine,2014-03-21,11,UltraMed,Model-500,Japan,10227.22378646652,4.119956338294557,4,1,3,overheating caused operational delay; firmware update initiated. data loss high priority failure,96360,12,96360.0,0.10613557271135866,0.9166666666666666,Medium Risk,1
MD01527,Defibrillator,2022-07-31,3,UltraMed,Model-500,UK,3417.164949111933,3.901217157115949,5,5,1,System performance degraded due to sensor misalignment; mitigation via firmware update. software reset log file cleared,26280,12,5256.0,0.13002910765266107,0.25,Medium Risk,1
MD00035,X-Ray Machine,2018-07-29,7,ImagingTech,Model-550,Canada,5933.955620671846,11.67586896266166,2,4,2,Routine check completed; battery wear observed during diagnostics. reviewed logs driver update applied,61320,12,15330.0,0.09677031344866024,0.5833333333333334,Medium Risk,1
MD03408,X-Ray Machine,2013-07-23,12,MedEquip,Model-250,USA,6158.990926387463,1.4546728989570752,5,2,1,battery wear caused operational delay; firmware update initiated. minor issue quick fix,105120,12,52560.0,0.058590096331692,1.0,Medium Risk,1
MD01414,MRI Scanner,2019-09-19,6,RescueTech,Model-400,Canada,5443.415150034715,4.948702101496172,3,2,1,abnormal sound caused operational delay; inspection initiated. software reset minor issue,52560,12,26280.0,0.10356573725332412,0.5,Medium Risk,1
MD03332,MRI Scanner,2015-08-02,10,RescueTech,Model-250,Japan,22763.216979666497,5.169447616388146,3,0,3,Component inspection after detecting sensor misalignment; functionality restored. data loss high priority failure,87600,12,26280.0,0.25985407511034814,0.8333333333333334,Low Risk,0
MD01903,MRI Scanner,2018-06-21,7,ImagingTech,Model-550,UK,2878.9865801694914,9.18584394150732,4,1,1,sensor misalignment caused operational delay; system reset initiated. quick fix system check passed,61320,12,61320.0,0.046950205156058245,0.5833333333333334,Medium Risk,1
MD02333,CT Scanner,2019-07-09,6,UltraMed,Model-550,Canada,21721.56222081328,28.44508256495149,4,2,3,System performance degraded due to software crash; mitigation via recalibration. critical failure high priority failure,52560,12,26280.0,0.4132717317506332,0.5,Medium Risk,1
MD05314,MRI Scanner,2016-06-12,9,ScanPro,Model-450,UK,5047.6811743477865,2.676314979329229,3,1,1,Routine check completed; battery wear observed during diagnostics. software reset temporary glitch,78840,12,78840.0,0.06402436801557314,0.75,Medium Risk,1
MD02532,CT Scanner,2020-01-06,5,ScanPro,Model-300,France,1469.8886585448945,5.584723515665175,5,2,1,Routine check completed; abnormal sound observed during diagnostics. quick fix low priority fault,43800,12,21900.0,0.03355910179326243,0.4166666666666667,Medium Risk,1
MD02297,X-Ray Machine,2020-11-30,5,CardioSync,Model-300,Canada,3794.1091851720194,6.308226176804997,2,0,1,System performance degraded due to software crash; mitigation via firmware update. software reset low priority fault,43800,12,26280.0,0.0866234973783566,0.4166666666666667,Low Risk,0
MD01509,X-Ray Machine,2015-06-07,10,ScanPro,Model-350,Canada,3757.8418182847886,7.594423530506085,2,4,1,System performance degraded due to data lag; mitigation via replacement. log cleaned routine reset,87600,12,21900.0,0.04289773765165284,0.8333333333333334,Medium Risk,1
MD00976,PET Scanner,2013-09-22,12,RescueTech,Model-100,France,11834.377909962714,11.571014090900158,2,1,3,Routine check completed; battery wear observed during diagnostics. data loss system crash,105120,12,105120.0,0.11257969853465291,1.0,Medium Risk,1
MD03765,PET Scanner,2018-09-03,7,MedEquip,Model-450,Japan,3730.01271962036,8.19565633634663,3,2,1,Component firmware update after detecting data lag; functionality restored. log cleaned temporary glitch,61320,12,30660.0,0.06082864839563535,0.5833333333333334,Medium Risk,1
MD02391,Defibrillator,2022-05-31,3,ScanPro,Model-450,Japan,3880.946286832804,5.6882708963285165,5,2,1,Routine check completed; sensor misalignment observed during diagnostics. software reset routine reset,26280,12,13140.0,0.14767679934675815,0.25,Medium Risk,1
MD00801,CT Scanner,2019-08-15,6,UltraMed,Model-300,UK,10666.29039379817,18.855323424586203,2,3,3,data lag caused operational delay; software patch initiated. data loss system crash,52560,12,17520.0,0.20293550977545985,0.5,High Risk,2
MD05182,PET Scanner,2014-07-15,11,RescueTech,Model-150,Japan,7520.554942443749,2.695596995863184,4,6,2,Component recalibration after detecting overheating; functionality restored. reviewed logs driver update applied,96360,12,16060.0,0.07804643983441001,0.9166666666666666,Medium Risk,1
MD01503,MRI Scanner,2021-10-24,4,ImagingTech,Model-150,USA,913.0498340730004,2.766153970676985,5,4,1,overheating caused operational delay; component upgrade initiated. software reset stable condition,35040,12,8760.0,0.026057358278339052,0.3333333333333333,Medium Risk,1
MD00674,Infusion Pump,2023-11-13,2,UltraMed,Model-200,France,8674.004854806095,14.555591252819262,5,4,2,Routine check completed; abnormal sound observed during diagnostics. moderate delay driver update applied,17520,12,4380.0,0.49509160130171775,0.16666666666666666,Medium Risk,1
MD04112,CT Scanner,2016-09-17,9,MedEquip,Model-300,Italy,14342.910666438484,16.403291062848577,2,3,3,Routine check completed; voltage spike observed during diagnostics. data loss sensor replacement,78840,12,26280.0,0.18192428546979306,0.75,Medium Risk,1
MD05171,MRI Scanner,2017-02-22,8,ImagingTech,Model-150,Canada,7308.797271161095,8.812263860521046,5,0,1,System performance degraded due to voltage spike; mitigation via inspection. quick fix temporary glitch,70080,12,26280.0,0.10429219850401106,0.6666666666666666,Low Risk,0
MD04603,Defibrillator,2016-04-13,9,RescueTech,Model-450,Japan,8612.445203389958,21.47483201255264,4,2,3,System performance degraded due to software crash; mitigation via firmware update. data loss urgent inspection needed,78840,12,39420.0,0.10923953834842666,0.75,Medium Risk,1
MD04336,PET Scanner,2014-06-28,11,RescueTech,Model-550,Japan,11872.660188199365,8.97291405629873,5,3,3,overheating caused operational delay; recalibration initiated. data loss system crash,96360,12,32120.0,0.12321150050020097,0.9166666666666666,Medium Risk,1
MD05036,CT Scanner,2020-06-01,5,ScanPro,Model-550,Japan,6553.841996642317,1.3763967691407384,1,2,1,Component replacement after detecting abnormal sound; functionality restored. log cleaned low priority fault,43800,12,21900.0,0.14963109581375153,0.4166666666666667,Medium Risk,1
MD04884,PET Scanner,2019-04-15,6,MedEquip,Model-650,France,6318.837303409809,20.62959870544427,2,3,3,Component component upgrade after detecting software crash; functionality restored. reboot failed urgent inspection needed,52560,12,17520.0,0.1202214098822262,0.5,Medium Risk,1
MD05328,X-Ray Machine,2021-06-25,4,MedEquip,Model-550,Canada,5493.500407872902,8.779902304831047,1,1,1,Routine check completed; sensor misalignment observed during diagnostics. log cleaned low priority fault,35040,12,35040.0,0.15677797967673807,0.3333333333333333,Medium Risk,1
MD03917,X-Ray Machine,2020-10-27,5,CardioSync,Model-150,Canada,3704.6210592822094,11.4544623284622,5,0,3,Routine check completed; circuit failure observed during diagnostics. critical failure high priority failure,43800,12,26280.0,0.08458038948132898,0.4166666666666667,Low Risk,0
MD01030,X-Ray Machine,2019-06-06,6,CardioSync,Model-200,Japan,-731.8811085818321,17.042674472402506,3,0,2,Routine check completed; battery wear observed during diagnostics. component issue performance warning,52560,12,26280.0,-0.013924678625986151,0.5,Low Risk,0
MD02469,PET Scanner,2016-07-30,9,RescueTech,Model-600,Canada,4349.581855657008,3.711988845300263,3,1,1,sensor misalignment caused operational delay; recalibration initiated. log cleaned temporary glitch,78840,12,78840.0,0.0551697343436962,0.75,Medium Risk,1
MD04026,X-Ray Machine,2015-10-13,10,RescueTech,Model-650,Italy,15531.849722125318,10.45476992055122,4,4,2,abnormal sound caused operational delay; component upgrade initiated. component issue component review,87600,12,21900.0,0.17730422057220682,0.8333333333333334,High Risk,2
MD01409,PET Scanner,2021-04-26,4,RescueTech,Model-350,USA,7560.142240323348,7.416315064190459,2,6,1,System performance degraded due to data lag; mitigation via component upgrade. software reset low priority fault,35040,12,5840.0,0.2157574840274928,0.3333333333333333,Medium Risk,1
MD01431,CT Scanner,2015-02-20,10,ScanPro,Model-150,France,8116.19357832212,6.383126329304194,5,5,1,Routine check completed; voltage spike observed during diagnostics. minor issue system check passed,87600,12,17520.0,0.09265061162468173,0.8333333333333334,Medium Risk,1
MD02005,X-Ray Machine,2018-02-17,7,ScanPro,Model-250,Canada,2966.1642153179987,5.802872596813648,1,1,1,System performance degraded due to battery wear; mitigation via system reset. log cleaned stable condition,61320,12,61320.0,0.04837188870381603,0.5833333333333334,Medium Risk,1
MD03226,CT Scanner,2020-01-16,5,RescueTech,Model-250,USA,8978.174605021593,11.12650734113756,5,1,3,Routine check completed; software crash observed during diagnostics. sensor replaced high priority failure,43800,12,43800.0,0.2049811553657898,0.4166666666666667,Medium Risk,1
MD00240,PET Scanner,2022-03-23,3,CardioSync,Model-550,Canada,13638.984141451789,25.2963060534026,3,1,3,Component firmware update after detecting software crash; functionality restored. sensor replaced critical failure,26280,12,26280.0,0.5189872199943603,0.25,Medium Risk,1
MD03343,MRI Scanner,2019-03-30,6,RescueTech,Model-500,UK,20306.23261571297,17.567573817414427,5,1,3,Component recalibration after detecting overheating; functionality restored. reboot failed urgent inspection needed,52560,12,52560.0,0.3863438473309164,0.5,Medium Risk,1
MD01568,Defibrillator,2019-04-26,6,CardioSync,Model-150,USA,770.3584893583327,3.658337005659386,5,1,1,Routine check completed; data lag observed during diagnostics. quick fix temporary glitch,52560,12,52560.0,0.014656744470287912,0.5,Medium Risk,1
MD00403,MRI Scanner,2013-10-31,12,MedEquip,Model-400,UK,678.4637076262404,5.333788570247506,3,3,1,battery wear caused operational delay; system reset initiated. log cleaned minor issue,105120,12,35040.0,0.006454182911208527,1.0,Medium Risk,1
MD02449,CT Scanner,2021-02-20,4,ImagingTech,Model-150,USA,-740.638699793126,5.449667115089024,1,0,1,Routine check completed; circuit failure observed during diagnostics. software reset quick fix,35040,12,26280.0,-0.021136949195009302,0.3333333333333333,Low Risk,0
MD03574,CT Scanner,2018-04-19,7,ImagingTech,Model-500,France,5883.508684158399,16.64606128086466,2,3,2,Routine check completed; data lag observed during diagnostics. driver update component review,61320,12,20440.0,0.09594763020480103,0.5833333333333334,Medium Risk,1
MD04175,CT Scanner,2018-10-07,7,UltraMed,Model-650,Canada,10541.381204792122,25.232468748480382,1,3,3,abnormal sound caused operational delay; inspection initiated. reboot failed high priority failure,61320,12,20440.0,0.17190771697312657,0.5833333333333334,High Risk,2
MD01814,Infusion Pump,2017-01-14,8,ImagingTech,Model-450,Canada,15029.972485352167,7.480757912031195,2,1,3,data lag caused operational delay; inspection initiated. reboot failed critical failure,70080,12,70080.0,0.2144687854645001,0.6666666666666666,Medium Risk,1
MD02350,Defibrillator,2022-07-28,3,UltraMed,Model-150,Italy,16576.916998293866,14.990547891580334,5,3,3,circuit failure caused operational delay; firmware update initiated. sensor replaced critical failure,26280,12,8760.0,0.6307807076976357,0.25,High Risk,2
MD04913,X-Ray Machine,2017-06-04,8,UltraMed,Model-250,France,5603.272436796593,4.777632253127092,3,3,1,System performance degraded due to overheating; mitigation via inspection. quick fix low priority fault,70080,12,23360.0,0.07995537152963175,0.6666666666666666,Medium Risk,1
